state,q_sell,q_hold,q_buy,best_action,q_margin,trend,volume,volatility,recent_return,sec_ai,lots
trend=low|volume=medium|volatility=high|recent_return=high|sec_ai=medium|lots=2,0.08594692151973352,0.08437418230699954,0.0887421404772691,BUY,0.0027952189575355807,low,medium,high,high,medium,2
trend=low|volume=medium|volatility=high|recent_return=high|sec_ai=medium|lots=3,0.09747344740511696,0.08055944737375774,0.0830286139556829,SELL,0.014444833449434064,low,medium,high,high,medium,3
trend=low|volume=low|volatility=high|recent_return=low|sec_ai=medium|lots=3,0.08814826325221135,0.07783481462107383,0.08280059450749121,SELL,0.0053476687447201465,low,low,high,low,medium,3
trend=low|volume=high|volatility=high|recent_return=medium|sec_ai=medium|lots=1,0.08190552327479994,0.08302878013664688,0.0819781617565896,HOLD,0.0010506183800572805,low,high,high,medium,medium,1
trend=low|volume=high|volatility=high|recent_return=low|sec_ai=high|lots=2,0.07314924943051393,0.07009595036410446,0.06932408429724174,SELL,0.0030532990664094706,low,high,high,low,high,2
trend=low|volume=low|volatility=high|recent_return=medium|sec_ai=medium|lots=1,0.08251796188786222,0.08853575866960477,0.08252580946176961,HOLD,0.006009949207835152,low,low,high,medium,medium,1
trend=low|volume=medium|volatility=low|recent_return=medium|sec_ai=medium|lots=2,0.0666508103320326,0.06787605675926785,0.07399538004377848,BUY,0.006119323284510633,low,medium,low,medium,medium,2
trend=low|volume=high|volatility=medium|recent_return=low|sec_ai=medium|lots=1,0.06954846909017721,0.0793293576576709,0.0762165792566,HOLD,0.0031127784010708953,low,high,medium,low,medium,1
trend=low|volume=high|volatility=high|recent_return=medium|sec_ai=high|lots=2,0.07384896101864741,0.07463302914910229,0.07836276043503694,BUY,0.003729731285934651,low,high,high,medium,high,2
trend=low|volume=medium|volatility=low|recent_return=high|sec_ai=medium|lots=2,0.0726795679152202,0.0748137854881433,0.0785779013255063,BUY,0.003764115837362997,low,medium,low,high,medium,2
trend=low|volume=low|volatility=low|recent_return=medium|sec_ai=medium|lots=4,0.07563938016538602,0.07214092790707363,0.07265345535131235,SELL,0.0029859248140736705,low,low,low,medium,medium,4
trend=low|volume=low|volatility=high|recent_return=low|sec_ai=high|lots=1,0.07348878643498563,0.07269071089531129,0.07300203757897986,SELL,0.00048674885600577533,low,low,high,low,high,1
trend=low|volume=low|volatility=low|recent_return=medium|sec_ai=medium|lots=2,0.06754582858367017,0.06670296589876186,0.06785486062818047,BUY,0.000309032044510299,low,low,low,medium,medium,2
trend=low|volume=low|volatility=low|recent_return=low|sec_ai=medium|lots=2,0.0719106413495135,0.07240748272165089,0.07588776097867125,BUY,0.0034802782570203666,low,low,low,low,medium,2
trend=low|volume=low|volatility=high|recent_return=medium|sec_ai=high|lots=0,0.06566543004591788,0.06484054820847955,0.07002593231988746,BUY,0.004360502273969585,low,low,high,medium,high,0
trend=low|volume=high|volatility=low|recent_return=high|sec_ai=low|lots=2,0.07785291629275054,0.08477838545456076,0.07801963965158817,HOLD,0.006758745802972588,low,high,low,high,low,2
trend=low|volume=low|volatility=high|recent_return=high|sec_ai=high|lots=0,0.0679746280391601,0.06896497440830608,0.07126134662234167,BUY,0.0022963722140355858,low,low,high,high,high,0
trend=low|volume=high|volatility=low|recent_return=low|sec_ai=low|lots=4,0.07905641257313648,0.07976395154201936,0.0877117026102213,BUY,0.007947751068201947,low,high,low,low,low,4
trend=low|volume=medium|volatility=high|recent_return=low|sec_ai=high|lots=0,0.06843666213563496,0.0686332634276132,0.07132853984127818,BUY,0.0026952764136649876,low,medium,high,low,high,0
trend=low|volume=high|volatility=low|recent_return=medium|sec_ai=low|lots=4,0.08088464612732993,0.07623656920757697,0.07893607213783935,SELL,0.0019485739894905818,low,high,low,medium,low,4
trend=low|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=4,0.08284669475363446,0.07856145210812289,0.08064271590604344,SELL,0.0022039788475910205,low,medium,low,medium,low,4
trend=low|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=2,0.08060906383874994,0.08505241973006966,0.07959009488941612,HOLD,0.004443355891319722,low,medium,low,high,low,2
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=2,0.07934844612973914,0.07785047955872197,0.07926654338708693,SELL,8.190274265221231e-05,low,low,medium,medium,low,2
trend=low|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=3,0.0802500573204547,0.08081046335759785,0.08036856808360845,HOLD,0.0004418952739893983,low,high,medium,medium,low,3
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=3,0.07692171494486452,0.07776822578455482,0.08005356470045541,BUY,0.0022853389159005894,low,medium,medium,high,low,3
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=low|lots=2,0.08581477587583872,0.07363312943476237,0.07575215799183506,SELL,0.010062617884003658,low,high,medium,high,low,2
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=2,0.0798760106999599,0.07744876484835408,0.07834295704933818,SELL,0.0015330536506217296,low,medium,medium,high,low,2
trend=low|volume=high|volatility=medium|recent_return=low|sec_ai=low|lots=3,0.08221920070199736,0.07733973404494882,0.07807147683616263,SELL,0.004147723865834729,low,high,medium,low,low,3
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=4,0.07892087569567702,0.07863120361705023,0.07851883577173185,SELL,0.00028967207862679034,low,medium,medium,high,low,4
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=4,0.07847177853894892,0.08099565351084231,0.07856441815456812,HOLD,0.0024312353562741945,low,medium,medium,medium,low,4
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=4,0.08165795753614745,0.08240101192774585,0.0801015442665959,HOLD,0.0007430543915983995,low,low,medium,medium,low,4
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=3,0.08072879573030109,0.07721803175983451,0.08023025786660248,SELL,0.000498537863698606,low,low,medium,medium,low,3
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=low|lots=3,0.08034332709553736,0.0777108692790404,0.07796876418665927,SELL,0.0023745629088780945,low,low,medium,high,low,3
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=2,0.08135720681880573,0.07704873965066059,0.07569889522093838,SELL,0.004308467168145147,low,medium,medium,low,low,2
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=low|lots=2,0.08127609024194996,0.07614691732214006,0.07641804076652131,SELL,0.004858049475428644,low,low,medium,high,low,2
trend=low|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=2,0.08062749765358214,0.08050915742491929,0.08404292380646834,BUY,0.003415426152886203,low,high,medium,medium,low,2
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=2,0.07714431072387201,0.07806362167568257,0.08161131874270892,BUY,0.003547697067026359,low,medium,medium,medium,low,2
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=1,0.06820164812879007,0.08449306837720852,0.08024550041195266,HOLD,0.004247567965255855,low,low,medium,low,low,1
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=3,0.07958849709606476,0.07698778543479175,0.07755715176400949,SELL,0.002031345332055276,low,medium,medium,medium,low,3
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=2,0.07880129465045246,0.08235357123672506,0.07991780637968471,HOLD,0.0024357648570403484,low,low,medium,low,low,2
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=3,0.07706844626149181,0.077489179267241,0.07509430464536336,HOLD,0.0004207330057491854,low,medium,medium,low,low,3
trend=low|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=3,0.0828545566512427,0.08250131403495653,0.08338750877613856,BUY,0.0005329521248958607,low,low,low,high,low,3
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=high|lots=0,0.06179887215397225,0.06179232535175344,0.06203917657863287,BUY,0.00024030442466062285,low,low,medium,medium,high,0
trend=low|volume=high|volatility=medium|recent_return=low|sec_ai=medium|lots=0,0.06668308928591969,0.06688747041786194,0.06845388321702267,BUY,0.0015664127991607268,low,high,medium,low,medium,0
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=medium|lots=0,0.0664096230500181,0.06594808121557294,0.06669930946442912,BUY,0.0002896864144110167,low,high,medium,high,medium,0
trend=low|volume=medium|volatility=high|recent_return=low|sec_ai=medium|lots=1,0.08013524102157245,0.08794601920853598,0.08256580831739894,HOLD,0.0053802108911370355,low,medium,high,low,medium,1
trend=low|volume=high|volatility=low|recent_return=medium|sec_ai=medium|lots=0,0.06221510134600545,0.06251024577641845,0.0632711744242522,BUY,0.0007609286478337529,low,high,low,medium,medium,0
trend=low|volume=high|volatility=high|recent_return=medium|sec_ai=low|lots=0,0.06691731695382523,0.06692338904704756,0.06449287447734282,HOLD,6.07209322232849e-06,low,high,high,medium,low,0
trend=low|volume=medium|volatility=low|recent_return=low|sec_ai=medium|lots=0,0.06339625203774797,0.06221294653239713,0.06244906807898157,SELL,0.0009471839587664038,low,medium,low,low,medium,0
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=0,0.06633356487106898,0.0660816523291828,0.06794872897562956,BUY,0.0016151641045605847,low,low,medium,medium,medium,0
trend=low|volume=low|volatility=high|recent_return=low|sec_ai=medium|lots=1,0.0849641555615273,0.08397220360556859,0.08864023719481365,BUY,0.0036760816332863516,low,low,high,low,medium,1
trend=low|volume=low|volatility=high|recent_return=high|sec_ai=medium|lots=1,0.07877187488729913,0.0867899641439825,0.08437209927415261,HOLD,0.0024178648698298943,low,low,high,high,medium,1
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=medium|lots=0,0.06701142272644608,0.06620838883203578,0.06670698525097452,SELL,0.0003044374754715695,low,low,medium,high,medium,0
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=medium|lots=0,0.06767605675765252,0.06767052786991334,0.06766883472151825,SELL,5.5288877391784785e-06,low,medium,medium,low,medium,0
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=medium|lots=1,0.06980759747009718,0.072750741127793,0.07873135908166148,BUY,0.005980617953868478,low,low,medium,high,medium,1
trend=low|volume=high|volatility=high|recent_return=medium|sec_ai=high|lots=0,0.07082425577338783,0.0703987480972347,0.07015101561584838,SELL,0.0004255076761531251,low,high,high,medium,high,0
trend=low|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=3,0.08128721975790948,0.07979273685521805,0.07885630659077174,SELL,0.001494482902691427,low,medium,low,medium,low,3
trend=low|volume=high|volatility=low|recent_return=high|sec_ai=low|lots=4,0.08314308993518503,0.08057378936157555,0.08157502121072857,SELL,0.001568068724456459,low,high,low,high,low,4
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=4,0.07885350563929192,0.07966106590661667,0.07903543091356598,HOLD,0.0006256349930506971,low,medium,medium,low,low,4
trend=low|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=4,0.0815720066290796,0.0815786141499003,0.08343580686926046,BUY,0.0018571927193601623,low,high,medium,medium,low,4
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=low|lots=4,0.07663462861514034,0.07538371623012287,0.08018788612203961,BUY,0.0035532575068992767,low,low,medium,high,low,4
trend=low|volume=medium|volatility=high|recent_return=high|sec_ai=low|lots=2,0.07679009568088689,0.07990039482552147,0.07669608511403941,HOLD,0.003110299144634579,low,medium,high,high,low,2
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=4,0.0793038352860557,0.07913041378449095,0.07945430285391623,BUY,0.00015046756786053772,low,low,medium,low,low,4
trend=low|volume=medium|volatility=high|recent_return=low|sec_ai=low|lots=3,0.07856387267155167,0.0775304297840348,0.08482400434505301,BUY,0.00626013167350134,low,medium,high,low,low,3
trend=low|volume=high|volatility=medium|recent_return=low|sec_ai=low|lots=4,0.08405624018323886,0.08077181680381454,0.0802862861554059,SELL,0.00328442337942432,low,high,medium,low,low,4
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=medium|lots=0,0.06658130417356126,0.06657896589240554,0.06650572934016327,SELL,2.338281155714328e-06,low,low,medium,low,medium,0
trend=low|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=0,0.06661707776726514,0.06667236978677364,0.06795465034264797,BUY,0.0012822805558743294,low,high,medium,medium,medium,0
trend=low|volume=low|volatility=high|recent_return=medium|sec_ai=low|lots=3,0.07728121467976294,0.07977938912102023,0.07669382717727495,HOLD,0.0024981744412572865,low,low,high,medium,low,3
trend=low|volume=low|volatility=high|recent_return=high|sec_ai=low|lots=3,0.07781569985328252,0.07661423119993775,0.0802180585845913,BUY,0.0024023587313087846,low,low,high,high,low,3
trend=low|volume=high|volatility=high|recent_return=low|sec_ai=low|lots=3,0.08008527018863723,0.07588861960674355,0.07580869583819666,SELL,0.004196650581893682,low,high,high,low,low,3
trend=low|volume=medium|volatility=high|recent_return=medium|sec_ai=low|lots=3,0.07864601787408781,0.07855621685493423,0.07768871847785927,SELL,8.980101915358196e-05,low,medium,high,medium,low,3
trend=low|volume=low|volatility=high|recent_return=low|sec_ai=low|lots=3,0.07815624263740978,0.07706842999341143,0.0756872533364851,SELL,0.0010878126439983482,low,low,high,low,low,3
trend=low|volume=low|volatility=high|recent_return=low|sec_ai=low|lots=4,0.07786053829705053,0.08038182355474749,0.07894752083809731,HOLD,0.001434302716650182,low,low,high,low,low,4
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=medium|lots=0,0.0660732957533517,0.06511667687320986,0.06543277974851858,SELL,0.0006405160048331277,low,medium,medium,high,medium,0
trend=low|volume=low|volatility=high|recent_return=high|sec_ai=low|lots=4,0.07790803723444562,0.07892883901841753,0.08100429113176583,BUY,0.0020754521133482945,low,low,high,high,low,4
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=medium|lots=0,0.06632295022400178,0.06557360332509206,0.06758198941285878,BUY,0.001259039188857003,low,medium,medium,medium,medium,0
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=1,0.06370168560822423,0.07292873610118168,0.06826513041077556,HOLD,0.004663605690406122,low,high,medium,high,high,1
trend=low|volume=medium|volatility=high|recent_return=medium|sec_ai=low|lots=2,0.07675050493155025,0.0757248092478532,0.07671729822199688,SELL,3.320670955336835e-05,low,medium,high,medium,low,2
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=1,0.06606494466267507,0.07287233653657302,0.07501123957148052,BUY,0.002138903034907505,low,medium,medium,high,high,1
trend=low|volume=high|volatility=high|recent_return=high|sec_ai=low|lots=3,0.07844326039498327,0.07420328250114358,0.07299096598777216,SELL,0.004239977893839689,low,high,high,high,low,3
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=high|lots=1,0.06372791490577974,0.07413862028614193,0.07640402498668877,BUY,0.0022654047005468414,low,low,medium,medium,high,1
trend=low|volume=high|volatility=high|recent_return=medium|sec_ai=low|lots=3,0.07836539520346997,0.07899205668802349,0.07728272226178767,HOLD,0.0006266614845535229,low,high,high,medium,low,3
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=high|lots=0,0.06375783575792389,0.06295146732604573,0.06292648556458677,SELL,0.00080636843187816,low,low,medium,low,high,0
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=high|lots=0,0.0630088572779696,0.06292169769475141,0.06266373060739144,SELL,8.71595832181854e-05,low,medium,medium,low,high,0
trend=low|volume=high|volatility=high|recent_return=medium|sec_ai=high|lots=3,0.07418442349216685,0.07491525334993908,0.07485965915693615,HOLD,5.559419300292523e-05,low,high,high,medium,high,3
trend=low|volume=medium|volatility=high|recent_return=medium|sec_ai=medium|lots=1,0.08290694990052876,0.087003683004697,0.08713730085403065,BUY,0.00013361784933364762,low,medium,high,medium,medium,1
